sample_id,row,col,x,y,elevation,slope_pct,dist_water_m,dist_urban_m,dist_protected_m,nvz,SI_true,SI_obs,block_x,block_y,block_id,split
39,381,496,608100.0,4659850.0,346.39404296875,4.727818489074707,2101.3388671875,626.996826171875,2956.77197265625,0,90.54435729980469,90.37492370605469,304,2329,304_2329,train
40,310,520,608700.0,4661625.0,345.0630187988281,4.829971790313721,1068.00048828125,585.2349853515625,1796.0025634765625,0,90.34005737304688,89.56112670898438,304,2330,304_2330,train
41,395,690,612950.0,4659500.0,383.74603271484375,5.756584167480469,1119.4306640625,525.0,2520.168701171875,0,88.48683166503906,97.0561294555664,306,2329,306_2329,train
42,317,427,606375.0,4661450.0,347.0680236816406,2.0618176460266113,141.42135620117188,632.4555053710938,1209.5970458984375,0,82.6614761352539,93.47630310058594,303,2330,303_2330,train
43,401,408,605900.0,4659350.0,365.4980163574219,5.400286674499512,1650.0,617.4544677734375,2195.022705078125,0,89.19943237304688,83.5738525390625,302,2329,302_2329,test
44,439,418,606150.0,4658400.0,345.66400146484375,5.669449329376221,743.303466796875,176.77670288085938,1212.6932373046875,0,72.49993133544922,70.00550079345703,303,2329,303_2329,test
45,321,470,607450.0,4661350.0,349.7960205078125,3.41939377784729,474.3416442871094,625.0,1334.1663818359375,0,93.16121673583984,76.58186340332031,303,2330,303_2330,train
46,313,427,606375.0,4661550.0,345.94403076171875,3.1038858890533447,79.05693817138672,570.0877075195312,1114.9552001953125,0,75.38031005859375,71.98052215576172,303,2330,303_2330,train
47,365,531,608975.0,4660250.0,369.34002685546875,8.917356491088867,2245.133544921875,529.740478515625,2996.35205078125,0,82.16529083251953,94.9970474243164,304,2330,304_2330,train
48,350,661,612225.0,4660625.0,379.3080139160156,14.715907096862793,883.5298461914062,357.9455261230469,3265.348388671875,0,63.4654655456543,69.95462036132812,306,2330,306_2330,train
49,439,499,608175.0,4658400.0,330.4360046386719,6.01132345199585,1414.213623046875,127.4754867553711,1841.53466796875,0,69.35112762451172,69.66101837158203,304,2329,304_2329,train
50,435,457,607125.0,4658500.0,332.8026123046875,4.738044261932373,1309.8187255859375,853.3024291992188,1411.5594482421875,0,90.52391052246094,98.74034881591797,303,2329,303_2329,test
51,427,512,608500.0,4658700.0,322.47601318359375,7.611343860626221,1704.58935546875,527.3755493164062,2282.131591796875,0,84.77731323242188,77.96177673339844,304,2329,304_2329,train
52,479,422,606250.0,4657400.0,323.9120178222656,10.878769874572754,55.90169906616211,538.5164794921875,265.7536315917969,0,39.544776916503906,42.693668365478516,303,2328,303_2328,train
53,182,879,617675.0,4664825.0,260.176025390625,0.37774673104286194,694.6221923828125,447.2135925292969,500.0,1,58.87363052368164,61.162498474121094,308,2332,308_2332,train
54,473,398,605650.0,4657550.0,329.08001708984375,2.3850090503692627,90.13877868652344,772.1722412109375,838.5255126953125,0,73.70468139648438,67.97681427001953,302,2328,302_2328,train
55,434,329,603925.0,4658525.0,369.0821228027344,4.380372047424316,1706.055419921875,798.8272705078125,2819.241943359375,0,91.2392578125,97.93485260009766,301,2329,301_2329,test
56,253,577,610125.0,4663050.0,343.5160217285156,4.819744110107422,814.3248901367188,772.1722412109375,2777.81396484375,1,63.252357482910156,76.22605895996094,305,2331,305_2331,train
57,506,639,611675.0,4656725.0,290.87200927734375,1.0405306816101074,55.90169906616211,106.0660171508789,4454.4921875,0,57.88071823120117,56.57487487792969,305,2328,305_2328,train
58,476,426,606350.0,4657475.0,329.96002197265625,9.377179145812988,175.0,485.4122009277344,269.25823974609375,0,51.8310432434082,49.54130554199219,303,2328,303_2328,train
59,351,550,609450.0,4660600.0,380.07342529296875,11.657373428344727,2178.589111328125,781.4249877929688,3040.55908203125,0,76.68525695800781,69.58412170410156,304,2330,304_2330,train
60,440,471,607475.0,4658375.0,325.25799560546875,4.404381275177002,1236.931640625,500.6246032714844,1442.4371337890625,0,91.19123840332031,84.79584503173828,303,2329,303_2329,test
61,282,483,607775.0,4662325.0,338.1593017578125,0.3603355586528778,90.13877868652344,860.2325439453125,637.37744140625,1,50.90773391723633,44.30729675292969,303,2331,303_2331,test
62,293,452,607000.0,4662050.0,342.5660095214844,0.5615350604057312,50.0,800.3905029296875,585.2349853515625,1,47.372127532958984,43.94950866699219,303,2331,303_2331,test
63,450,426,606350.0,4658125.0,337.8506164550781,2.017493486404419,605.1859130859375,246.22145080566406,905.5385131835938,0,80.91454315185547,88.11211395263672,303,2329,303_2329,test
64,313,457,607125.0,4661550.0,343.1440124511719,1.3448017835617065,180.27755737304688,965.9839477539062,1099.1473388671875,0,87.33352661132812,92.282470703125,303,2330,303_2330,train
65,348,426,606350.0,4660675.0,368.4480285644531,6.158324718475342,527.3755493164062,1007.7822265625,1966.1192626953125,0,87.683349609375,74.32621765136719,303,2330,303_2330,train
66,377,411,605975.0,4659950.0,378.8800048828125,1.054210901260376,1177.3912353515625,301.03985595703125,2761.000732421875,0,87.94357299804688,96.56334686279297,302,2329,302_2329,test
67,334,601,610725.0,4661025.0,371.8810119628906,5.735696792602539,2231.871337890625,403.1128845214844,3834.872802734375,0,83.68424987792969,99.0145034790039,305,2330,305_2330,train
68,206,863,617275.0,4664225.0,258.11199951171875,1.1072736978530884,686.4765014648438,800.0,679.1538696289062,1,62.83501052856445,58.059181213378906,308,2332,308_2332,train
69,337,599,610675.0,4660950.0,370.0760192871094,3.8424861431121826,2270.049560546875,447.2135925292969,3825.0,0,89.67570495605469,81.64043426513672,305,2330,305_2330,train
70,478,448,606900.0,4657425.0,319.3860168457031,6.161746978759766,235.8495330810547,235.8495330810547,340.0367736816406,0,52.624027252197266,55.02732849121094,303,2328,303_2328,train
71,367,398,605650.0,4660200.0,395.7760314941406,8.101740837097168,996.242919921875,250.0,2632.726806640625,0,71.29651641845703,70.1691665649414,302,2330,302_2330,train
72,366,399,605675.0,4660225.0,394.6200256347656,5.998783588409424,965.012939453125,276.134033203125,2600.0,0,76.80913543701172,84.00548553466797,302,2330,302_2330,train
73,420,342,604250.0,4658875.0,370.4040222167969,6.9467267990112305,1700.3675537109375,649.0377197265625,2740.89404296875,0,86.1065444946289,81.79734802246094,302,2329,302_2329,test
74,466,443,606775.0,4657725.0,322.5743713378906,2.727637767791748,459.6194152832031,500.0,561.8051147460938,0,83.58985137939453,80.02095794677734,303,2328,303_2328,train
75,249,588,610400.0,4663150.0,342.1080017089844,2.349306344985962,1106.7972412109375,583.630859375,3058.287841796875,1,66.71096801757812,58.037925720214844,305,2331,305_2331,train
76,274,574,610050.0,4662525.0,349.16802978515625,2.3420443534851074,752.0804443359375,660.4922485351562,2725.917236328125,1,66.72113800048828,61.31122589111328,305,2331,305_2331,train
77,381,418,606150.0,4659850.0,373.7480163574219,5.618035793304443,1277.2039794921875,480.8846130371094,2642.087158203125,0,87.80815887451172,94.23724365234375,303,2329,303_2329,test
78,419,551,609475.0,4658900.0,315.8600158691406,3.601717472076416,1600.781005859375,340.0367736816406,3140.063720703125,0,84.79840087890625,86.06787109375,304,2329,304_2329,train
79,315,521,608725.0,4661500.0,347.259033203125,2.237398147583008,1193.995361328125,579.8706665039062,1895.553955078125,0,95.52519989013672,100.0,304,2330,304_2330,train
80,653,784,615300.0,4653050.0,297.5823669433594,1.3016127347946167,2730.613525390625,150.0,6041.78173828125,1,55.92774200439453,60.39170837402344,307,2326,307_2326,train
81,418,524,608800.0,4658925.0,316.8600158691406,4.371334552764893,1971.357421875,760.3453369140625,2651.88623046875,0,91.25733184814453,99.94229888916016,304,2329,304_2329,train
82,318,467,607375.0,4661425.0,347.6000061035156,4.666090965270996,382.42645263671875,701.783447265625,1245.4918212890625,0,90.66781616210938,90.76924896240234,303,2330,303_2330,train
83,182,704,613300.0,4664825.0,293.2220153808594,3.441429615020752,550.56787109375,127.4754867553711,1856.0711669921875,1,52.14364242553711,55.165191650390625,306,2332,306_2332,train
84,454,379,605175.0,4658025.0,343.54400634765625,4.451725959777832,469.7073669433594,223.60679626464844,1491.0147705078125,0,77.27689361572266,71.77578735351562,302,2329,302_2329,test
85,327,414,606050.0,4661200.0,352.7440185546875,5.909334182739258,25.0,527.3755493164062,1556.03662109375,0,65.26466369628906,56.81633377075195,303,2330,303_2330,train
86,301,480,607700.0,4661850.0,340.4880065917969,2.1265981197357178,254.9509735107422,602.0797119140625,961.7692260742188,0,91.03694915771484,86.26742553710938,303,2330,303_2330,train
87,146,706,613350.0,4665725.0,286.364013671875,11.195605278015137,612.8825073242188,336.3406066894531,1047.01953125,1,48.59807586669922,51.330265045166016,306,2332,306_2332,train
88,363,517,608625.0,4660300.0,367.260009765625,7.507929801940918,1975.6328125,279.50848388671875,2765.976318359375,0,73.95956420898438,74.42315673828125,304,2330,304_2330,train
89,314,535,609075.0,4661525.0,351.76800537109375,3.4670937061309814,1274.7548828125,926.350341796875,2156.67578125,0,93.06581115722656,100.0,304,2330,304_2330,train
90,361,426,606350.0,4660350.0,373.572021484375,3.378408432006836,822.34423828125,797.65283203125,2285.279052734375,0,93.24317932128906,85.9864273071289,303,2330,303_2330,train
91,424,476,607600.0,4658775.0,334.13201904296875,0.8622477054595947,1655.4832763671875,512.9570922851562,1856.239501953125,0,98.27549743652344,96.82196044921875,303,2329,303_2329,test
92,443,420,606200.0,4658300.0,344.52191162109375,3.302785873413086,670.8203735351562,106.0660171508789,1103.68701171875,0,73.6977310180664,71.69048309326172,303,2329,303_2329,test
93,269,564,609800.0,4662650.0,346.4040222167969,4.680004596710205,474.3416442871094,654.3126220703125,2462.72216796875,1,63.447994232177734,57.41283416748047,304,2331,304_2331,train
94,343,511,608475.0,4660800.0,389.9115295410156,6.873264789581299,1502.7059326171875,388.1043701171875,2260.669189453125,0,80.65869140625,82.1453857421875,304,2330,304_2330,train
95,105,858,617150.0,4666750.0,260.02001953125,0.18755827844142914,1685.600830078125,614.918701171875,1450.2154541015625,1,69.73741912841797,62.14637756347656,308,2333,308_2333,train
96,641,796,615600.0,4653350.0,304.06402587890625,6.782498359680176,2795.755615234375,257.3907470703125,5726.96484375,0,74.3045425415039,72.32301330566406,307,2326,307_2326,train
97,398,480,607700.0,4659425.0,347.6310119628906,7.654033660888672,2294.013916015625,637.37744140625,2493.115478515625,0,84.69193267822266,78.11531066894531,303,2329,303_2329,test
98,270,534,609050.0,4662625.0,336.84002685546875,0.9140576124191284,305.16387939453125,378.3186340332031,1722.0989990234375,0,92.08781433105469,89.22931671142578,304,2331,304_2331,train
99,433,401,605725.0,4658550.0,352.6960144042969,7.9665327072143555,867.8277587890625,492.4429016113281,1510.3807373046875,0,83.68907928466797,81.65876770019531,302,2329,302_2329,test
100,650,786,615350.0,4653125.0,296.9540100097656,2.2772176265716553,2721.327880859375,182.00274658203125,5963.43017578125,1,55.6819953918457,50.722991943359375,307,2326,307_2326,train
101,430,358,604650.0,4658625.0,364.6360168457031,11.661330223083496,1255.4879150390625,316.2277526855469,2272.66357421875,0,67.48873138427734,70.5696792602539,302,2329,302_2329,test
102,254,548,609400.0,4663025.0,340.8160095214844,5.8681745529174805,213.60009765625,106.0660171508789,2052.4375,1,42.95687484741211,38.70903015136719,304,2331,304_2331,train
103,308,469,607425.0,4661675.0,343.65399169921875,3.705012083053589,167.70509338378906,715.8910522460938,1013.0399780273438,0,81.5654067993164,72.41142272949219,303,2330,303_2330,train
104,247,570,609950.0,4663200.0,344.5289306640625,4.125463008880615,721.1102294921875,632.949462890625,2614.5029296875,1,64.22434997558594,63.5729866027832,304,2331,304_2331,train
105,383,432,606500.0,4659800.0,362.36602783203125,5.614983081817627,1391.4920654296875,682.3671875,2575.0,0,88.77003479003906,83.65397644042969,303,2329,303_2329,test
106,334,565,609825.0,4661025.0,384.58001708984375,13.23884105682373,1820.0274658203125,369.1205749511719,3057.9814453125,0,66.97834777832031,64.03205871582031,304,2330,304_2330,train
107,349,459,607175.0,4660650.0,377.968017578125,8.32402229309082,965.012939453125,707.1068115234375,1985.7303466796875,0,83.35195922851562,94.54634094238281,303,2330,303_2330,train
108,300,515,608575.0,4661875.0,340.96002197265625,3.9798717498779297,790.5693969726562,618.970947265625,1546.36669921875,0,92.0402603149414,94.57706451416016,304,2330,304_2330,train
109,167,847,616875.0,4665200.0,258.58038330078125,0.20157231390476227,360.55511474609375,213.60009765625,380.7886657714844,1,48.857601165771484,44.75104522705078,308,2332,308_2332,train
110,243,553,609525.0,4663300.0,343.7770080566406,2.0416553020477295,515.38818359375,282.84271240234375,2207.0908203125,1,59.54117965698242,61.50739288330078,304,2331,304_2331,train
111,331,487,607875.0,4661100.0,364.40863037109375,7.445107936859131,887.7640380859375,318.19805908203125,1711.176513671875,0,76.01968383789062,63.24406433105469,303,2330,303_2330,train
112,257,532,609000.0,4662950.0,341.3240051269531,1.4234715700149536,335.4101867675781,292.61749267578125,1650.1893310546875,0,86.783935546875,93.41655731201172,304,2331,304_2331,train
113,349,457,607125.0,4660650.0,374.4480285644531,7.232789039611816,951.9716186523438,715.8910522460938,1976.8978271484375,0,85.534423828125,92.16851043701172,303,2330,303_2330,train
114,320,877,617625.0,4661375.0,277.7226257324219,11.938461303710938,1049.404541015625,152.06906127929688,1110.18017578125,0,58.726531982421875,62.47309494018555,308,2330,308_2330,train
115,285,468,607400.0,4662250.0,339.530029296875,2.7591238021850586,55.90169906616211,1068.00048828125,469.7073669433594,1,42.618038177490234,44.886287689208984,303,2331,303_2331,test
116,195,630,611450.0,4664500.0,329.47601318359375,3.656040906906128,983.9334106445312,928.0355834960938,3088.891357421875,1,64.88153839111328,69.86296081542969,305,2332,305_2332,train
117,149,723,613775.0,4665650.0,279.82000732421875,2.607678174972534,182.00274658203125,531.5072631835938,905.883544921875,1,57.81903839111328,65.30555725097656,306,2332,306_2332,train
118,377,545,609325.0,4659950.0,348.0840148925781,1.9032789468765259,2482.438232421875,225.0,3445.014404296875,0,82.44344329833984,85.92266082763672,304,2329,304_2329,train
119,337,485,607825.0,4660950.0,375.74603271484375,1.7126069068908691,995.3014526367188,465.0268859863281,1829.10498046875,0,94.82614135742188,95.25315856933594,303,2330,303_2330,train
120,474,453,607025.0,4657525.0,318.2821350097656,6.1560211181640625,371.6517333984375,380.7886657714844,480.8846130371094,0,68.74950408935547,56.38216781616211,303,2328,303_2328,train
121,315,630,611450.0,4661500.0,371.06402587890625,10.3712158203125,1520.690673828125,531.5072631835938,4050.0771484375,0,79.257568359375,70.91513061523438,305,2330,305_2330,train
122,463,396,605600.0,4657800.0,334.46002197265625,1.806756854057312,270.4163513183594,637.37744140625,1015.197021484375,0,93.92118835449219,95.90313720703125,302,2328,302_2328,train
123,405,404,605800.0,4659250.0,372.1000061035156,7.855174541473389,1553.222412109375,686.4765014648438,2126.763916015625,0,84.2896499633789,94.30097961425781,302,2329,302_2329,test
124,249,677,612625.0,4663150.0,357.2240295410156,9.747288703918457,948.6832885742188,711.0731201171875,3128.99755859375,0,80.50542449951172,85.88516235351562,306,2331,306_2331,train
125,120,684,612800.0,4666375.0,284.9892883300781,1.0106785297393799,772.1722412109375,237.1708221435547,797.2609252929688,1,55.838096618652344,54.68418884277344,306,2333,306_2333,train
126,411,371,604975.0,4659100.0,386.71917724609375,12.062054634094238,1552.41748046875,111.80339813232422,2385.634033203125,0,56.466060638427734,54.271575927734375,302,2329,302_2329,test
127,258,556,609600.0,4662925.0,340.3680114746094,1.373294472694397,279.50848388671875,325.9601135253906,2250.0,1,60.79065704345703,58.28458786010742,304,2331,304_2331,train
128,336,469,607425.0,4660975.0,362.2890319824219,4.284883499145508,797.2609252929688,750.4165649414062,1697.424560546875,0,91.43023681640625,89.91220092773438,303,2330,303_2330,train
129,473,392,605500.0,4657550.0,330.92303466796875,3.986971378326416,25.0,645.1743774414062,972.7538452148438,0,68.42823791503906,75.12554168701172,302,2328,302_2328,train
130,247,600,610700.0,4663200.0,344.74273681640625,2.4219257831573486,1408.0128173828125,561.8051147460938,3361.268310546875,1,66.60930633544922,66.0029525756836,305,2331,305_2331,train
131,284,530,608950.0,4662275.0,339.7320251464844,8.097270011901855,625.0,485.4122009277344,1717.010498046875,0,83.0760726928711,99.68974304199219,304,2331,304_2331,train
132,455,458,607150.0,4658000.0,321.64801025390625,1.6601765155792236,825.0,860.958740234375,965.660400390625,0,95.82115173339844,85.87965393066406,303,2329,303_2329,test
133,478,398,605650.0,4657425.0,328.42401123046875,2.4070544242858887,35.35533905029297,840.014892578125,784.6177368164062,0,67.74761199951172,64.89969635009766,302,2328,302_2328,train
134,379,445,606825.0,4659900.0,364.5920104980469,5.767271041870117,1436.3582763671875,350.0,2694.670654296875,0,80.96546173095703,85.52469635009766,303,2329,303_2329,test
135,382,519,608675.0,4659825.0,343.2330627441406,6.8425140380859375,2392.95849609375,480.8846130371094,3208.777099609375,0,85.35920715332031,80.18257904052734,304,2329,304_2329,train
136,142,692,613000.0,4665825.0,290.21600341796875,3.685739278793335,948.6832885742188,257.3907470703125,1118.033935546875,1,56.34864044189453,57.513248443603516,306,2332,306_2332,train
137,492,403,605775.0,4657075.0,330.2720031738281,1.0112985372543335,79.05693817138672,982.9801635742188,480.23431396484375,0,66.57134246826172,74.63839721679688,302,2328,302_2328,train
138,364,410,605950.0,4660275.0,373.08001708984375,5.264566898345947,855.8621215820312,442.2951354980469,2458.78515625,0,86.58562469482422,73.90837860107422,302,2330,302_2330,train
139,487,401,605725.0,4657200.0,325.9520263671875,11.712985038757324,50.0,1025.0,610.3277587890625,0,45.9988899230957,51.23745346069336,302,2328,302_2328,train
140,247,557,609625.0,4663200.0,339.1233215332031,0.7506371140480042,480.23431396484375,316.2277526855469,2291.560546875,1,62.51708221435547,57.69050598144531,304,2331,304_2331,train
141,223,655,612075.0,4663800.0,350.6734619140625,11.37534236907959,353.55340576171875,1358.537841796875,3334.01025390625,1,54.07452392578125,53.136192321777344,306,2331,306_2331,train
142,292,489,607925.0,4662075.0,337.04400634765625,3.3783209323883057,357.9455261230469,687.8408203125,919.2388305664062,0,91.22432708740234,88.06483459472656,303,2331,303_2331,test
143,196,493,608025.0,4664475.0,330.1670227050781,3.4951038360595703,250.0,1025.3048095703125,1650.9466552734375,1,62.190189361572266,61.738853454589844,304,2332,304_2332,train
144,432,413,606025.0,4658575.0,349.63201904296875,2.8924763202667236,883.8834838867188,364.0054931640625,1415.3179931640625,0,87.41532897949219,89.89056396484375,303,2329,303_2329,test
145,378,442,606750.0,4659925.0,364.0155334472656,4.711574077606201,1376.8170166015625,425.7346496582031,2675.0,0,86.86358642578125,80.40771484375,303,2329,303_2329,test
146,456,391,605475.0,4657975.0,337.75701904296875,2.170375347137451,388.1043701171875,425.0,1222.95751953125,0,91.90925598144531,84.23727416992188,302,2328,302_2328,train
147,290,457,607125.0,4662125.0,341.8931884765625,0.9788159132003784,158.11387634277344,862.0469970703125,525.0,1,52.040470123291016,66.90023803710938,303,2331,303_2331,test
148,374,392,605500.0,4660025.0,396.7480163574219,6.443915367126465,1211.662109375,167.70509338378906,2853.177978515625,0,70.49742126464844,84.40125274658203,302,2330,302_2330,train
149,418,446,606850.0,4658925.0,345.50213623046875,5.612529277801514,1546.36669921875,1007.7822265625,1735.655517578125,0,88.77494049072266,90.90403747558594,303,2329,303_2329,test
150,421,465,607325.0,4658850.0,345.70001220703125,11.346392631530762,1681.7030029296875,776.6112060546875,1812.4569091796875,0,77.30722045898438,71.23929595947266,303,2329,303_2329,test
151,335,486,607850.0,4661000.0,370.18402099609375,12.01749324798584,961.7692260742188,410.0304870605469,1792.3448486328125,0,71.46653747558594,83.58267211914062,303,2330,303_2330,train
152,235,676,612600.0,4663500.0,339.81201171875,7.338574409484863,614.918701171875,1044.3299560546875,3259.601318359375,1,59.72599411010742,74.09236145019531,306,2331,306_2331,train
153,277,492,608000.0,4662450.0,336.9320068359375,0.6740967035293579,125.0,604.6693115234375,761.5773315429688,1,54.675537109375,56.782562255859375,304,2331,304_2331,train
154,337,597,610625.0,4660950.0,373.8680114746094,14.507736206054688,2240.675048828125,403.1128845214844,3780.95556640625,0,66.14017486572266,67.20045471191406,305,2330,305_2330,train
155,469,335,604075.0,4657650.0,356.7900390625,2.4712576866149902,905.883544921875,559.0169677734375,2214.158935546875,0,95.05747985839844,96.31690216064453,302,2328,302_2328,train
156,356,413,606025.0,4660475.0,365.7610168457031,3.9101996421813965,650.4805908203125,645.1743774414062,2245.272705078125,0,92.17960357666016,100.0,303,2330,303_2330,train
157,425,331,603975.0,4658750.0,369.0360107421875,2.985866069793701,1806.2391357421875,853.3024291992188,2891.58251953125,0,94.02826690673828,99.20419311523438,301,2329,301_2329,test
158,347,434,606550.0,4660700.0,373.006591796875,10.40369987487793,637.37744140625,1015.197021484375,1910.497314453125,0,79.1926040649414,72.93766784667969,303,2330,303_2330,train
159,331,440,606700.0,4661100.0,356.85296630859375,5.881603240966797,503.11529541015625,1076.162109375,1500.8331298828125,0,88.2367935180664,89.44788360595703,303,2330,303_2330,train
160,325,444,606800.0,4661250.0,353.68701171875,6.842103004455566,340.0367736816406,1078.4827880859375,1350.0,0,86.3157958984375,77.80850982666016,303,2330,303_2330,train
